,Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
63712,2010-10-31,2010103104,31,4,3.0,02:22,3,142.0,7.0,WAS,28.0,72.0,10,0,0.0,0.0,WAS,DET,(2:22) (Shotgun) D.McNabb pass incomplete deep right to C.Cooley (C.Houston).,1,0,0,0,,,,0,0,,Pass,D.McNabb,00-0011022,1,Incomplete Pass,Deep,17,0,0,right,0,,,None,0,,,C.Cooley,00-0022738,0,,,,,,,,0,,,0,0,,0,,,,0,25.0,28.0,-3.0,3.0,DET,WAS,0,None,2,3,2,3,2,0.5173450021707595,0.09987339236707396,0.0025211086305067343,0.1458683255112149,0.09682745484059832,0.0021429980266794023,0.13542171845316725,0.0,0.0,-0.08302028319341481,-0.7040102970670317,1.838457377568948,-2.54246767463598,0.7184432110309033,0.28155678896909675,0.7698352280148597,0.2301647719851403,0.28155678896909675,-0.05139201698395643,0.1310593284479828,-0.1824513454319392,2010
161509,2012-11-18,2012111805,2,1,1.0,09:42,10,3282.0,34.0,STL,25.0,75.0,10,16,0.0,0.0,STL,NYJ,(9:42) S.Jackson up the middle to STL 30 for 5 yards (S.Pouha).,1,5,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,S.Jackson,00-0022736,1,middle,,,None,0,,,,S.Pouha,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,STL,NYJ,0,None,3,3,3,3,3,0.004921995932139087,0.16016265089879464,0.00435304613565217,0.24732385347782884,0.2342380601972533,0.003594319981460182,0.3454060733768718,0.0,0.0,0.9072843148802928,0.09559505295343527,,,0.5160939044110934,0.4839060955889066,0.5200564378800455,0.4799435621199545,0.5160939044110934,0.003962533468952145,,,2012
182485,2013-09-09,2013090900,24,4,1.0,09:08,10,548.0,8.0,WAS,6.0,94.0,10,18,0.0,1.0,WAS,PHI,"(9:08) (Shotgun) R.Griffin pass short right to J.Morgan to WAS 24 for 18 yards (B.Boykin). Penalty on PHI-C.Barwin, Defensive Offside, declined.",1,18,0,0,,,,0,0,,Pass,R.Griffin,00-0029665,1,Complete,Short,4,14,0,right,0,,,None,0,,,J.Morgan,00-0026314,1,,,,B.Boykin,,,,0,,,0,0,,0,,,,0,13.0,33.0,-20.0,20.0,WAS,PHI,0,None,3,3,3,3,3,0.2261777626138015,0.17079443837122374,0.0144317741152606,0.25528775466278825,0.13030950964974514,0.0024401312338774377,0.20055862935330335,0.0,0.0,-0.5285419490935959,1.421105115847038,-0.09692261550263392,1.5180277313496717,0.017123179464093252,0.9828768205359067,0.024081959756773158,0.9759180402432268,0.017123179464093252,0.006958780292679909,-0.0006267342409748584,0.007585514533654769,2013
278474,2015-09-27,2015092710,21,4,1.0,10:19,11,619.0,42.0,SF,36.0,36.0,10,51,0.0,0.0,ARI,SF,(10:19) D.Johnson up the middle to SF 28 for 8 yards (K.Acker).,1,8,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,D.Johnson,00-0032187,1,middle,,,None,0,,,,K.Acker,,,,0,,,0,0,,0,,,,0,38.0,7.0,31.0,31.0,ARI,SF,0,None,3,3,2,3,2,0.05448105758313833,0.050088887654466965,0.0001274036611676604,0.07443331880722429,0.3324901758086677,0.002799798807089852,0.4855793576782451,0.0,0.0,3.730570926851592,0.3644634039509116,,,0.9999920289470936,7.97105290628597e-06,0.9999944344346938,5.5655653061759125e-06,0.9999920289470936,2.4054876001100567e-06,,,2015
242229,2014-10-19,2014101906,22,3,3.0,01:44,2,1004.0,38.0,CLE,14.0,14.0,5,70,0.0,1.0,JAC,CLE,(1:44) (Shotgun) B.Bortles pass short middle intended for C.Shorts INTERCEPTED by B.Skrine at CLE 6. B.Skrine to CLE 12 for 6 yards (B.Bortles).,1,0,0,0,,,,0,0,,Pass,B.Bortles,00-0031407,1,Incomplete Pass,Short,8,0,0,middle,1,B.Skrine,,None,0,,,,00-0028052,0,,,,B.Bortles,,,,0,,,0,0,,0,,,,0,10.0,6.0,4.0,4.0,JAC,CLE,0,None,1,1,3,1,3,0.0074444394134730515,0.03354055504488978,7.203779291015189e-05,0.053721372796949135,0.5449242357142263,0.003034598548290005,0.3572627606892616,0.0,0.0,3.6648658787649566,-3.447938113986853,1.4913032913718793,-4.939241405358732,0.7729930667641683,0.22700693323583165,0.6801078253533676,0.31989217464663244,0.7729930667641683,-0.0928852414108008,0.04380208231085658,-0.13668732372165734,2014
24277,2009-11-15,2009111510,15,3,1.0,10:05,11,1505.0,46.0,DAL,45.0,45.0,10,35,0.0,0.0,GB,DAL,"(10:05) A.Green right end to DAL 42 for 3 yards (B.James, J.Ratliff).",1,3,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,A.Green,00-0006305,1,right,end,,None,0,,,,B.James,J.Ratliff,,,0,,,0,0,,0,,,,0,3.0,0.0,3.0,3.0,GB,DAL,0,None,3,3,2,3,2,0.002168471235372186,0.07388839536053833,0.00032793466530799326,0.11369635391127884,0.33114512648388866,0.0033576743570889627,0.4754160439865252,0.0,0.0,3.309867503280337,-0.214811813256091,,,0.701678067767158,0.298321932232842,0.6939917337512218,0.3060082662487782,0.701678067767158,-0.007686334015936214,,,2009
335687,2016-10-23,2016102312,20,4,2.0,04:16,5,256.0,6.0,ARI,32.0,32.0,20,0,0.0,0.0,SEA,ARI,(4:16) (Shotgun) R.Wilson pass incomplete short middle to D.Baldwin (D.Swearinger) [Ch.Jones].,1,0,0,0,,,,0,0,,Pass,R.Wilson,00-0029263,1,Incomplete Pass,Short,11,0,1,middle,0,,,None,0,,,D.Baldwin,00-0028434,0,,,,,,,,0,,,0,0,,0,,,,0,0.0,3.0,-3.0,3.0,ARI,SEA,0,None,2,3,2,3,2,0.19525450746836875,0.04744653747816365,0.0001980659421827906,0.07185202019086878,0.3353751033393262,0.0025281762648953995,0.3473455893161945,0.0,0.0,2.7969009021061932,-0.7376263342051308,0.04734464200341515,-0.7849709762085458,0.5068670189734975,0.4931329810265025,0.5479094067781847,0.4520905932218153,0.4931329810265025,-0.04104238780468717,0.0028393554423821747,-0.04388174324706934,2016
46823,2010-09-12,2010091211,17,3,4.0,05:33,6,1233.0,4.0,SF,47.0,53.0,3,7,0.0,1.0,SF,SEA,"(5:33) A.Lee punts 46 yards to SEA 7, Center-B.Jennings. J.Forsett pushed ob at SEA 19 for 12 yards (D.Goldson).",1,12,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,D.Goldson,,,,0,,,0,0,,0,,,,0,6.0,27.0,-21.0,21.0,SEA,SF,0,None,3,3,3,3,3,0.01206347779578249,0.18805127778823727,0.002431059143268405,0.2865279053061923,0.2459683468836282,0.006106487659865207,0.2588514454230261,0.0,0.0,-0.012633154862797593,-0.38380201718939505,,,0.9729881214046122,0.027011878595387798,0.9761302618001824,0.023869738199817747,0.027011878595387798,-0.003142140395570047,,,2010
328182,2016-10-06,2016100600,21,3,1.0,07:29,8,1349.0,6.0,SF,18.0,82.0,10,6,0.0,0.0,SF,ARI,(7:29) (Shotgun) C.Hyde right guard to SF 24 for 6 yards (D.Bucannon).,1,6,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,C.Hyde,00-0031045,1,right,guard,,None,0,,,,D.Bucannon,,,,0,,,0,0,,0,,,,0,7.0,21.0,-14.0,14.0,SF,ARI,0,None,3,3,3,3,3,0.00952456366141657,0.18258865619141829,0.0075602187707932925,0.28082620084482895,0.2073092878769393,0.0034733505239478136,0.3087177221306556,0.0,0.0,0.2612288075636584,0.30616256289652144,,,0.1022182664444042,0.8977817335555958,0.10552767244395997,0.89447232755604,0.1022182664444042,0.003309405999555787,,,2016
214167,2013-12-05,2013120500,23,4,1.0,06:14,7,374.0,33.0,JAC,33.0,33.0,10,47,0.0,0.0,HOU,JAC,(6:14) (Shotgun) M.Schaub pass incomplete deep left to D.Hopkins.,1,0,0,0,,,,0,0,,Pass,M.Schaub,00-0022787,1,Incomplete Pass,Deep,29,0,0,left,0,,,None,0,,,D.Hopkins,00-0030564,0,,,,,,,,0,,,0,0,,0,,,,0,20.0,24.0,-4.0,4.0,JAC,HOU,0,None,3,2,3,2,3,0.12268217000077568,0.04150318124373442,8.775078643836108e-05,0.061078311959356264,0.31303438139386824,0.0024863019599310177,0.4591279026558959,0.0,0.0,3.6057378376731646,-0.4559398407498736,1.4232675544397009,-1.8792073951895745,0.534957631952128,0.465042368047872,0.5559889266701202,0.44401107332987977,0.465042368047872,-0.02103129471799225,0.06638649364494942,-0.08741778836294167,2013
68396,2010-11-14,2010111401,13,3,,00:00,0,900.0,14.0,CLE,25.0,25.0,0,9,0.0,0.0,,,END QUARTER 3,1,0,0,0,,,,0,0,,Quarter End,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,0,,,,0,,,,,CLE,NYJ,0,None,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,2010
170890,2012-12-09,2012120912,23,4,2.0,15:00,15,900.0,0.0,SEA,41.0,41.0,8,23,0.0,0.0,ARI,SEA,(15:00) C.Wells left tackle to SEA 39 for 2 yards (B.Wagner).,1,2,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,C.Wells,00-0027007,1,left,tackle,,None,0,,,,B.Wagner,,,,0,,,0,0,,0,,,,0,6.0,43.0,-37.0,37.0,SEA,ARI,0,None,3,3,3,3,3,0.02314924841938009,0.07216794671616086,0.0004031957835878641,0.10957458296482092,0.35386486450960386,0.0033339708069463725,0.4375061907994999,0.0,0.0,3.1464735582697987,-0.5475840893175614,,,0.9999521086014722,4.789139852774678e-05,0.9999677335593391,3.226644066102112e-05,4.789139852774678e-05,-1.562495786672566e-05,,,2012
181474,2013-09-08,2013090804,6,2,,14:47,15,2687.0,5.0,DET,35.0,35.0,0,0,0.0,,MIN,DET,"S.Martin kicks 65 yards from DET 35 to end zone, Touchback.",1,0,0,0,,,,0,0,,Kickoff,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,Touchback,,,,,,,0,,,0,0,,0,,,,0,7.0,6.0,1.0,1.0,DET,MIN,0,None,3,2,3,2,3,0.056322905984491224,0.16483572954900794,0.0060076323245401,0.2490519606870145,0.20770050514626354,0.003278804903767833,0.3128024614049148,0.0,0.0,0.5693901769755243,0.0003151319549605791,,,0.4670363302191222,0.5329636697808778,0.4670850852660959,0.5329149147339041,0.5329636697808778,-4.8755046973769645e-05,,,2013
169662,2012-12-09,2012120906,12,3,3.0,00:37,1,937.0,41.0,ATL,39.0,61.0,8,37,0.0,1.0,ATL,CAR,(:37) (Shotgun) M.Ryan pass short left to R.White pushed ob at CAR 43 for 18 yards (L.Kuechly).,1,18,0,0,,,,0,0,,Pass,M.Ryan,00-0026143,1,Complete,Short,6,12,0,left,0,,,None,0,,,R.White,00-0023462,1,,,,L.Kuechly,,,,0,,,0,0,,0,,,,0,7.0,23.0,-16.0,16.0,CAR,ATL,0,None,2,2,2,2,2,0.034966269727289945,0.15819049958502346,0.0025230644978809624,0.2403883837738016,0.2524750423714944,0.004435504573090113,0.3070212354714195,0.0,0.0,0.7531084703931568,2.716759457461503,-0.7204631573574327,3.4372226148189355,0.9262278261828768,0.0737721738171233,0.8938431594569224,0.1061568405430776,0.0737721738171233,0.03238466672595432,-0.007707271101703272,0.04009193782765759,2012
59473,2010-10-17,2010101709,7,1,2.0,04:10,5,2950.0,38.0,NYJ,40.0,60.0,4,19,0.0,0.0,NYJ,DEN,(4:10) (Shotgun) L.Tomlinson up the middle to NYJ 42 for 2 yards (R.Fields).,1,2,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,L.Tomlinson,00-0020536,1,middle,,,None,0,,,,R.Fields,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,DEN,NYJ,0,None,2,3,2,3,2,0.01408235015231525,0.11905201451362366,0.0014869627203696679,0.17901569256723707,0.2719720782380645,0.0037376064748811744,0.41065329533350864,0.0,0.0,2.0847246980462466,-0.24657021235478285,,,0.4627014017818745,0.5372985982181255,0.4583517232989022,0.5416482767010978,0.5372985982181255,0.004349678482972297,,,2010
267382,2014-12-21,2014122109,14,3,2.0,06:06,7,1266.0,46.0,IND,34.0,34.0,3,50,0.0,1.0,DAL,IND,(6:06) (Shotgun) T.Romo pass short right to J.Witten pushed ob at IND 24 for 10 yards (M.Adams). Pass complete on an out route.,1,10,0,0,,,,0,0,,Pass,T.Romo,00-0021678,1,Complete,Short,10,0,0,right,0,,,None,0,,,J.Witten,00-0022127,1,,,,M.Adams,,,,0,,,0,0,,0,,,,0,28.0,0.0,28.0,28.0,DAL,IND,0,None,3,3,3,3,3,0.0043290783891890405,0.05345972646725652,0.0001821835387362212,0.0807005659871714,0.3589407285503877,0.003088552558126509,0.4992991645091325,0.0,0.0,3.852445933941902,0.4595501204368606,0.4595501204368606,0.0,0.9998871624933212,0.0001128375066787868,0.9999185557435916,8.144425640843611e-05,0.9998871624933212,3.139325027035067e-05,3.139325027035067e-05,0.0,2014
110029,2011-11-06,2011110601,12,2,3.0,01:54,2,1914.0,0.0,CLE,37.0,63.0,15,8,0.0,0.0,CLE,HOU,"(1:54) (Shotgun) C.McCoy pass short middle to C.Ogbonnaya to 50 for 13 yards (G.Quin, B.Cushing).",1,13,0,0,,,,0,0,,Pass,C.McCoy,00-0027688,1,Complete,Short,-3,16,0,middle,0,,,None,0,,,C.Ogbonnaya,00-0027140,1,,,,G.Quin,B.Cushing,,,0,,,0,0,,0,,,,0,3.0,21.0,-18.0,18.0,HOU,CLE,0,None,3,3,3,3,3,0.6001571305772394,0.06634062559187229,0.002220115567583844,0.04889143757355105,0.17128483227299274,0.0009004637172991904,0.11020539469946146,0.0,0.0,0.7413910162241649,-0.01581449973809701,-0.6509648366446292,0.6351503369065322,0.9258212591519891,0.07417874084801106,0.9253938437389588,0.07460615626104124,0.07417874084801106,0.00042741541303018,-0.007495729871987239,0.007923145285017419,2011
63037,2010-10-31,2010103101,8,2,2.0,03:51,4,2031.0,42.0,JAC,38.0,62.0,8,8,0.0,0.0,JAC,DAL,(3:51) (Shotgun) D.Garrard sacked at JAC 24 for -14 yards (sack split by S.Lissemore and S.Bowen).,1,-14,0,0,,,,0,0,,Sack,,00-0021231,0,,,0,0,1,,0,,,None,0,,,,None,0,,,,S.Lissemore,S.Bowen,,,0,,,1,0,,0,,,,0,14.0,3.0,11.0,11.0,DAL,JAC,0,None,2,3,2,3,2,0.3750088468157704,0.08140915427156176,0.0012390663006407385,0.11995758059040093,0.1753780433217363,0.002325472480649916,0.2446818362192398,0.0,0.0,1.157149268912414,-1.6986667338276191,,,0.14934361654714068,0.8506563834528593,0.1846470025325323,0.8153529974674677,0.8506563834528593,-0.03530338598539162,,,2010
229057,2014-09-14,2014091403,3,1,2.0,10:38,11,3338.0,1.0,NO,1.0,99.0,17,-2,0.0,0.0,NO,CLE,(10:38) D.Brees pass short left to M.Ingram to NO 6 for 5 yards (K.Dansby).,1,5,0,0,,,,0,0,,Pass,D.Brees,00-0020531,1,Complete,Short,3,2,0,left,0,,,None,0,,,M.Ingram,00-0027966,1,,,,K.Dansby,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,CLE,NO,0,None,2,3,2,3,2,0.005228940801647817,0.2700471211083437,0.02822848951753093,0.4215233028592475,0.1122602000153693,0.003192209292489528,0.15951973640537132,0.0,0.0,-2.3574582889061397,-0.22864103236513245,-0.4527818752540642,0.22414084288893174,0.5982951667266899,0.40170483327331,0.6043653959271555,0.3956346040728445,0.40170483327331,-0.006070229200465516,-0.0140777078348559,0.008007478634390386,2014
26723,2009-11-22,2009112203,8,2,4.0,07:29,8,2249.0,39.0,SF,17.0,83.0,13,-3,0.0,1.0,SF,GB,"(7:29) A.Lee punts 54 yards to GB 29, Center-B.Jennings, downed by SF-D.Walker. PENALTY on GB-J.Wynn, Illegal Block Above the Waist, 10 yards, enforced at GB 29.",1,0,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,1,GB,,D.Walker,10,3.0,13.0,-10.0,10.0,GB,SF,0,None,3,3,3,3,3,0.2513687000149432,0.2374982953256401,0.007143763204462564,0.3271620501660848,0.04694116709419407,0.0032717777374362627,0.12661424645723887,0.0,0.0,-1.9832499815903117,1.5155871713742506,,,0.8553000711499652,0.1446999288500348,0.8238979754366392,0.17610202456336074,0.1446999288500348,0.031402095713325966,,,2009
286312,2015-10-18,2015101808,17,3,1.0,05:03,6,1203.0,43.0,SEA,24.0,24.0,10,56,0.0,0.0,CAR,SEA,(5:03) C.Newton pass incomplete short middle to D.Funchess (E.Thomas).,1,0,0,0,,,,0,0,,Pass,C.Newton,00-0027939,1,Incomplete Pass,Short,11,0,0,middle,0,,,None,0,,,D.Funchess,00-0032055,0,,,,,,,,0,,,0,0,,0,,,,0,7.0,20.0,-13.0,13.0,SEA,CAR,0,None,3,3,3,3,3,0.003837794027156396,0.03710482601084434,4.610084750879559e-05,0.056272388365025836,0.3716303298045269,0.00275845177114911,0.5283501091737886,0.0,0.0,4.313545258889667,-0.4401902496444921,0.3119174518282053,-0.7521077014726973,0.8104013490345752,0.1895986509654249,0.821699526476733,0.17830047352326697,0.1895986509654249,-0.011298177442157858,0.007967833395927021,-0.019266010838084883,2015
136906,2012-09-10,2012091000,4,1,1.0,00:47,1,2747.0,35.0,BAL,23.0,23.0,10,72,0.0,0.0,CIN,BAL,(:47) B.Green-Ellis right tackle to BAL 20 for 3 yards (R.Lewis).,1,3,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,B.Green-Ellis,00-0025860,1,right,tackle,,None,0,,,,R.Lewis,,,,0,,,0,0,,0,,,,0,0.0,10.0,-10.0,10.0,BAL,CIN,0,None,3,2,3,2,3,0.010259364915234392,0.035014034872543766,4.079977682051301e-05,0.05258154785939224,0.37002822807726266,0.0026614351446488647,0.5294145893540976,0.0,0.0,4.348115140812752,-0.2347303212807903,,,0.693316918765701,0.306683081234299,0.7029184372349789,0.297081562765021,0.306683081234299,-0.00960151846927798,,,2012
300029,2015-11-26,2015112602,13,2,4.0,02:03,3,1923.0,7.0,CHI,5.0,5.0,5,28,1.0,0.0,GB,CHI,"(2:03) M.Crosby 22 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay.",1,0,1,0,,,,0,0,,Field Goal,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,Good,22.0,0,,,0,0,,0,,,,0,7.0,7.0,0.0,0.0,GB,CHI,0,None,2,2,3,2,3,0.01404360555741097,0.002100772575073994,9.60406620553499e-06,0.0018906925474598433,0.9809668896581412,0.00012618228558705,0.000862253310121499,0.0,0.0,2.929632433026596,0.07036756697340385,,,0.5680462137527034,0.43195378624729663,0.5753590330769427,0.4246409669230573,0.5680462137527034,0.007312819324239328,,,2015
29293,2009-11-29,2009112905,1,1,3.0,13:44,14,3524.0,45.0,CAR,13.0,87.0,17,11,0.0,1.0,CAR,NYJ,(13:44) D.Williams left tackle to CAR 31 for 18 yards (J.Leonhard).,1,18,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,D.Williams,00-0024242,1,left,tackle,,None,0,,,,J.Leonhard,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,NYJ,CAR,0,None,3,3,3,3,3,0.0020472365887406075,0.2754266111149282,0.013553387010563559,0.4234079384276714,0.11304134173960105,0.004249735704502336,0.16827374941399278,0.0,0.0,-2.291702433833854,3.7086453966634103,,,0.5876388669348892,0.4123611330651108,0.4756165901812782,0.5243834098187218,0.4123611330651108,0.11202227675361097,,,2009
255734,2014-11-23,2014112311,21,4,2.0,03:47,4,227.0,47.0,WAS,14.0,14.0,5,75,0.0,1.0,SF,WAS,(3:47) (Shotgun) C.Kaepernick pass short left to A.Boldin to WAS 4 for 10 yards (P.Riley). Caught at WAS 7.  3-yds YAC,1,10,0,0,,,,0,0,,Pass,C.Kaepernick,00-0027974,1,Complete,Short,7,3,0,left,0,,,None,0,,,A.Boldin,00-0022084,1,,,,P.Riley,,,,0,,,0,0,,0,,,,0,10.0,13.0,-3.0,3.0,SF,WAS,0,None,2,2,3,2,3,0.1281846976513693,0.023227451898698948,3.2363201438625046e-05,0.034235128499910505,0.3701589572020289,0.002035402359656809,0.4421259991868969,0.0,0.0,3.900036689035331,1.6228417370651307,0.9370719759813566,0.6857697610837743,0.5583922357204172,0.4416077642795828,0.6689741348491772,0.3310258651508228,0.5583922357204172,0.11058189912876004,0.055254015141633306,0.055327883987126736,2014
9989,2009-10-04,2009100409,5,2,1.0,14:45,15,2685.0,0.0,NYJ,20.0,80.0,10,8,0.0,0.0,NYJ,NO,(14:45) T.Jones left guard to NYJ 20 for no gain (R.Harper).,1,0,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,T.Jones,00-0019641,1,left,guard,,None,0,,,,R.Harper,,,,0,,,0,0,,0,,,,0,0.0,9.0,-9.0,9.0,NO,NYJ,0,None,2,2,2,2,2,0.05675251753168337,0.16474937044785226,0.006004309453923858,0.2489026289445435,0.2076181267410984,0.003277053319178263,0.3126959935617203,0.0,0.0,0.5697053089304849,-0.7257593203727375,,,0.7912538888237769,0.2087461111762231,0.8097938430324793,0.19020615696752075,0.2087461111762231,-0.01853995420870236,,,2009
122402,2011-12-04,2011120411,3,1,,07:21,8,3141.0,6.0,ARI,36.0,36.0,0,20,0.0,0.0,,,Timeout #1 by DAL at 07:21.,1,0,0,0,,,,0,0,,Timeout,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,0,,,,0,,,,,ARI,DAL,1,DAL,3,3,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,2011
102207,2011-10-09,2011100908,20,4,2.0,09:16,10,556.0,41.0,SF,7.0,93.0,13,41,0.0,0.0,SF,TB,(9:16) K.Hunter left end to TB 49 for 44 yards (D.Watson).,1,44,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,K.Hunter,00-0028053,1,left,end,,None,0,,,,D.Watson,,,,0,,,0,0,,0,,,,0,40.0,3.0,37.0,37.0,SF,TB,0,None,3,3,1,3,1,0.21335454823557967,0.19613008083575093,0.014477957983185612,0.2936524288064579,0.11263607524808085,0.002689426449801489,0.16705948244114352,0.0,0.0,-1.1602097043869797,4.048571796230498,,,0.9999969142410292,3.08575897089991e-06,0.9999998825023879,1.1749761197332732e-07,0.9999969142410292,2.9682613589265823e-06,,,2011
288350,2015-10-25,2015102504,18,4,3.0,05:49,6,349.0,38.0,PIT,7.0,7.0,1,84,0.0,1.0,KC,PIT,(5:49) C.West right end pushed ob at PIT 6 for 1 yard (L.Timmons).,1,1,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,C.West,00-0030668,1,right,end,,None,0,,,,L.Timmons,,,,0,,,0,0,,0,,,,0,16.0,13.0,3.0,3.0,KC,PIT,0,None,2,2,1,2,1,0.0694350915240761,0.018344896932956368,2.8458296937768086e-05,0.02803885112371653,0.4704767905063147,0.0017036076539079512,0.41197230396209056,0.0,0.0,4.047280149302633,1.3127411944993348,,,0.810693369701984,0.189306630298016,0.8612665552472049,0.13873344475279514,0.810693369701984,0.05057318554522083,,,2015
229500,2014-09-14,2014091401,9,2,3.0,00:29,1,1829.0,5.0,DET,35.0,65.0,10,15,0.0,0.0,DET,CAR,(:29) (Shotgun) M.Stafford pass incomplete short left to R.Bush [M.Addison].,1,0,0,0,,,,0,0,,Pass,M.Stafford,00-0026498,1,Incomplete Pass,Short,5,0,1,left,0,,,None,0,,,R.Bush,00-0024217,0,,,,,,,,0,,,0,0,,0,,,,0,0.0,6.0,-6.0,6.0,CAR,DET,0,None,3,1,3,1,3,0.6886483799916986,0.05253990902580877,0.0019035973574433773,0.03820166835600446,0.12590678476365158,0.0006515400082894697,0.0921481204971038,0.0,0.0,0.5952216775029161,-0.4641850561676497,-0.2941563740041013,-0.17002868216354833,0.6876428952999207,0.3123571047000793,0.7036314995302296,0.2963685004697704,0.3123571047000793,-0.0159886042303089,-0.010163603257388907,-0.0058250009729199905,2014
324295,2016-09-25,2016092509,24,4,2.0,02:05,3,125.0,0.0,LA,9.0,91.0,7,-1,0.0,0.0,LA,TB,(2:05) C.Keenum up the middle to LA 5 for -4 yards (C.McDonald).,1,-4,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,C.Keenum,00-0028986,1,middle,,,None,0,,,,C.McDonald,,,,0,,,0,0,,0,,,,0,36.0,32.0,4.0,4.0,TB,LA,0,None,2,2,2,2,2,0.6092520562608287,0.0913114384649568,0.005490274300692025,0.1327727105397675,0.06037531984528509,0.0013601358454249071,0.09943806474304523,0.0,0.0,-0.3344111533466052,,,,0.22130303933042395,0.7786969606695759,,,0.7786969606695759,,,,2016
46539,2010-09-12,2010091208,5,1,2.0,05:47,6,3047.0,40.0,STL,40.0,40.0,11,0,0.0,0.0,ARI,STL,(5:47) (Shotgun) D.Anderson pass short right to L.Stephens-Howling to STL 39 for 1 yard (J.Laurinaitis) [C.Long].,1,1,0,0,,,,0,0,,Pass,D.Anderson,00-0023645,1,Complete,Short,-3,4,1,right,0,,,None,0,,,L.Stephens-Howling,00-0026956,1,,,,,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,STL,ARI,0,None,3,3,3,3,3,0.005740424207224797,0.07529116202352354,0.0004247004344905576,0.1166541227114857,0.37032706852015146,0.0034928376775361274,0.4280696844255877,0.0,0.0,3.071152925974689,-0.7328580794264998,-1.1801678350756342,0.4473097556491343,0.411425571091391,0.588574428908609,0.4360228967435628,0.5639771032564372,0.588574428908609,-0.02459732565217176,-0.037524426825024985,0.012927101172853228,2010
